BOLL_EMVStrategy_65_0.24298_33_115_17,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-06-17 12:00:00,BTCUSDT,CLOSE,0.00016138558052711496,Binance,6455.37,0.0010418036349673222
2018-06-17 19:00:00,BTCUSDT,LONG,0.00015937329099115737,Binance,6523.81,0.0010407618313323548
2018-06-17 23:00:00,BTCUSDT,CLOSE,0.00015937329099115737,Binance,6449.61,0.0010278955713094785
2018-06-18 16:00:00,BTCUSDT,LONG,0.0001543790108371667,Binance,6644.95,0.0010268676757381689
2018-06-20 20:00:00,BTCUSDT,CLOSE,0.0001543790108371667,Binance,6740.0,0.0010405145330425036
2018-06-21 22:00:00,BTCUSDT,LONG,0.00015441979917334495,Binance,6724.75,0.0010394740185094612
2018-06-22 01:00:00,BTCUSDT,CLOSE,0.00015441979917334495,Binance,6637.59,0.0010249753147950028
2018-06-26 04:00:00,BTCUSDT,LONG,0.00016472271117034447,Binance,6209.99,0.0010239503394802077
2018-06-26 23:00:00,BTCUSDT,CLOSE,0.00016472271117034447,Binance,6070.78,0.0009999953405187038
2018-06-29 22:00:00,BTCUSDT,LONG,0.00015984872774570935,Binance,6243.38,0.0009989953451781852
2018-07-05 07:00:00,BTCUSDT,CLOSE,0.00015984872774570935,Binance,6615.0,0.0010573993340378673
2018-07-08 07:00:00,BTCUSDT,LONG,0.00015658938133056427,Binance,6739.19,0.0010563419347038292
2018-07-09 14:00:00,BTCUSDT,CLOSE,0.00015658938133056427,Binance,6730.09,0.0010538606293990175
2018-07-15 02:00:00,BTCUSDT,LONG,0.0001684946895737703,Binance,6242.06,0.0010528067687696184
2018-07-20 16:00:00,BTCUSDT,CLOSE,0.0001684946895737703,Binance,7473.51,0.0012592467474764682
2018-07-24 14:00:00,BTCUSDT,LONG,0.0001538603148667252,Binance,8167.99,0.0012579875007289916
2018-07-26 20:00:00,BTCUSDT,CLOSE,0.0001538603148667252,Binance,8145.72,0.0012533030440161808
2018-08-07 07:00:00,BTCUSDT,LONG,0.0001779734904996005,Binance,7028.0,0.0012520497409721646
2018-08-07 20:00:00,BTCUSDT,CLOSE,0.0001779734904996005,Binance,6875.01,0.0012235695269196586
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
1.5593939420102567,2.4797942325037545,21.059653567147397,2016,0.22234595739273888,0.6293216758515,0.7651914540483733
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
27,0.37037037037037035,0.010930510566101928,0.056703103140343034,-0.015994543889334013,0.19728262785042114,-0.041548897682306386,0 days 01:00:00,1 days 15:11:07
