,Parameters,Target
207,"[62.0, 30.0, 75.0, 15.0]",0.4928206761620295
208,"[73.0, 11.0, 81.0, 2.0]",0.2938387864407703
209,"[1.0, 30.0, 79.0, 10.0]",0.2516712995882644
210,"[100.0, 22.0, 76.0, 2.0]",0.6272844271160078
211,"[41.0, 13.0, 79.0, 9.0]",0.2995925438073581
212,"[73.0, 17.0, 74.0, 10.0]",0.02210954783520447
213,"[1.0, 10.0, 75.0, 9.0]",0.1724965314163558
214,"[62.0, 10.0, 90.0, 13.0]",0.5700366717357768
215,"[26.0, 12.0, 71.0, 6.0]",0.4290758122091396
216,"[102.0, 25.0, 79.0, 15.0]",1.3174553312537394
217,"[66.0, 10.0, 79.0, 20.0]",0.33941464472692884
218,"[87.0, 28.0, 71.0, 3.0]",0.5157253490270604
219,"[105.0, 26.0, 80.0, 14.0]",1.0052976271998597
220,"[32.0, 30.0, 70.0, 18.0]",0.870549038689352
221,"[49.0, 20.0, 70.0, 0.0]",0.3383958856942646
222,"[120.0, 25.0, 70.0, 10.0]",0.6176687696187788
223,"[113.0, 26.0, 85.0, 3.0]",0.5162179058282335
224,"[116.0, 19.0, 78.0, 1.0]",0.241717396409026
225,"[50.0, 18.0, 81.0, 3.0]",0.06407791006617347
226,"[114.0, 25.0, 86.0, 15.0]",1.0449409319449323
227,"[104.0, 14.0, 75.0, 3.0]",0.12574472064440356
228,"[44.0, 25.0, 70.0, 2.0]",0.7479060862684961
229,"[71.0, 25.0, 82.0, 0.0]",0.33252254131564984
230,"[59.0, 23.0, 77.0, 3.0]",0.6766359534896282
231,"[54.0, 29.0, 71.0, 2.0]",0.6363505492293009
232,"[30.0, 30.0, 75.0, 11.0]",1.29726900607394
233,"[88.0, 13.0, 85.0, 11.0]",0.09412795845073219
234,"[8.0, 18.0, 72.0, 14.0]",-0.21702006364731752
235,"[99.0, 10.0, 84.0, 4.0]",0.23822649623653014
236,"[6.0, 21.0, 88.0, 0.0]",0.3202880392251337
237,"[107.0, 19.0, 84.0, 9.0]",0.24652618410446703
238,"[26.0, 30.0, 75.0, 12.0]",0.9711571343313075
239,"[34.0, 18.0, 76.0, 14.0]",0.8433067574028679
240,"[30.0, 25.0, 86.0, 16.0]",0.5569536240850805
241,"[30.0, 29.0, 75.0, 14.0]",0.9364266979391445
242,"[77.0, 20.0, 70.0, 20.0]",0.07600206184261316
243,"[1.0, 10.0, 90.0, 20.0]",0.0
244,"[41.0, 13.0, 71.0, 2.0]",0.24284097564102902
245,"[46.0, 16.0, 87.0, 16.0]",0.37627917322661286
246,"[55.0, 17.0, 70.0, 14.0]",0.13319105084832095
247,"[69.0, 19.0, 76.0, 18.0]",-0.14103325417556
248,"[66.0, 11.0, 89.0, 15.0]",0.7658611035062517
249,"[71.0, 10.0, 90.0, 9.0]",0.5463697021380636
