,Average Loss,Average Trade,Average Win,Avg Days in Trade,Best Trade,Max Drawdown,Max Drawdown Duration,Sharpe Ratio,Total Returns,Trade Winning,Trades,Worst Trade,Worst Trade Date,m,n,window
119,-8.97%,3.47%,15.91%,4 days 00:06:00.000000000,53.25%,120.02903242701277,2644,-0.07289783176616664,0.6536041500000016,50%,20,-28.66%,1 days 08:00:00.000000000,252,120,12
85,-4.91%,0.95%,8.27%,1 days 16:41:20.000000000,33.20%,85.71536921802338,2509,1.602638873125589,0.5824692199999932,44%,45,-15.35%,1 days 03:00:00.000000000,96,26,12
90,-6.53%,0.85%,8.22%,1 days 17:30:00.000000000,30.48%,89.3330037142141,2509,1.6226298206036487,0.5607759200000006,50%,46,-21.42%,1 days 05:00:00.000000000,26,45,12
388,-8.72%,1.74%,11.25%,3 days 18:08:34.000000000,37.92%,105.01457477959963,2509,0.9560247038839256,0.5357633699999995,52%,21,-16.97%,0 days 20:00:00.000000000,60,5,120
160,-4.95%,1.11%,9.07%,1 days 17:51:49.000000000,32.10%,85.85908119118982,2735,1.5384300235707198,0.5356080099999916,43%,44,-17.75%,3 days 21:00:00.000000000,5,60,26
396,-8.53%,2.40%,13.32%,3 days 22:27:00.000000000,43.50%,117.05396791833402,2509,1.6139569226784096,0.5123629000000003,50%,20,-17.71%,5 days 07:00:00.000000000,60,12,120
11,-4.17%,0.54%,6.27%,0 days 18:11:46.000000000,28.29%,165.16971851162828,2511,-2.09953081300976,0.4919368299999962,45%,102,-13.69%,1 days 06:00:00.000000000,45,12,5
402,-6.34%,1.48%,12.85%,2 days 20:04:27.000000000,40.04%,97.01376317862376,2509,2.1437195703145586,0.4711257699999958,41%,27,-19.40%,1 days 03:00:00.000000000,26,26,120
480,-7.07%,0.50%,9.59%,3 days 03:19:05.000000000,25.79%,85.78933824005142,2017,1.6304965597394985,0.4156847899999969,45%,22,-18.56%,5 days 14:00:00.000000000,5,60,252
428,-12.05%,1.98%,12.00%,6 days 18:10:00.000000000,29.84%,87.82749104261525,2735,1.657149562240747,0.39277696999999234,58%,12,-18.03%,1 days 14:00:00.000000000,60,96,120
422,-11.41%,1.93%,11.46%,6 days 18:00:00.000000000,24.77%,89.91599016919935,2509,1.6911358145809805,0.36247591999999473,58%,12,-18.32%,5 days 13:00:00.000000000,120,60,120
215,-10.04%,1.47%,9.85%,4 days 00:15:47.000000000,37.40%,111.18924826335343,2735,-0.6221693155519514,0.3193293199999945,58%,19,-19.87%,0 days 22:00:00.000000000,252,26,45
320,-3.53%,0.37%,3.64%,0 days 14:11:31.000000000,14.89%,115.46875252968671,2509,0.5205538960488278,0.3131483499999985,54%,125,-13.45%,0 days 05:00:00.000000000,5,5,96
392,-3.75%,1.01%,6.88%,1 days 02:28:39.000000000,55.66%,130.54853832597954,2509,1.8444819868783766,0.3115000700000057,45%,67,-21.04%,3 days 10:00:00.000000000,5,12,120
457,-4.53%,0.53%,5.23%,1 days 07:10:00.000000000,29.78%,87.58353600371113,2017,1.586617564882982,0.3065204600000113,52%,54,-11.74%,1 days 08:00:00.000000000,12,12,252
306,-8.23%,2.64%,15.07%,5 days 02:48:00.000000000,27.47%,124.82633507364487,2735,-1.270238118137712,0.2982733300000011,47%,15,-19.20%,4 days 16:00:00.000000000,26,120,60
426,-9.90%,2.68%,15.27%,6 days 16:05:00.000000000,35.11%,119.0914041114547,2735,-1.6815563028022762,0.2614862700000067,50%,12,-17.35%,4 days 19:00:00.000000000,26,96,120
279,-7.79%,3.05%,17.51%,5 days 11:17:09.000000000,37.57%,130.1038770130875,2735,-1.3566174382642837,0.2464731099999986,43%,14,-19.73%,3 days 18:00:00.000000000,252,26,60
454,-8.46%,1.96%,11.09%,4 days 00:24:00.000000000,30.52%,124.62922489337703,1775,-0.9317650394784247,0.23288763999999973,53%,15,-13.02%,0 days 16:00:00.000000000,120,5,252
427,-9.91%,2.47%,14.85%,6 days 17:35:00.000000000,28.89%,106.14951344787194,2735,2.3927693748526364,0.18776014999999902,50%,12,-15.36%,1 days 14:00:00.000000000,45,96,120
400,-5.83%,1.19%,9.37%,1 days 22:10:46.000000000,39.89%,105.10518834114873,2509,2.0167288831840846,0.17602547000000146,46%,39,-24.16%,3 days 19:00:00.000000000,5,26,120
42,-3.85%,0.67%,4.95%,1 days 00:34:03.000000000,26.38%,106.82242735865665,2735,2.4116067310561204,0.17521770000001657,51%,74,-15.44%,1 days 13:00:00.000000000,26,96,5
391,-10.49%,1.73%,12.20%,5 days 23:50:46.000000000,32.00%,92.6528064137248,2017,1.85757209452595,0.1528288899999961,54%,13,-16.46%,4 days 23:00:00.000000000,252,5,120
389,-10.29%,2.48%,13.84%,4 days 13:45:53.000000000,53.28%,123.25709947753558,2735,-1.339775871386107,0.12442179999999459,53%,17,-19.08%,5 days 09:00:00.000000000,96,5,120
373,-10.47%,2.54%,15.55%,7 days 00:25:00.000000000,32.21%,97.41567491303638,2644,2.0022411043016795,0.08593119999999654,50%,12,-21.50%,2 days 21:00:00.000000000,96,120,96
505,-21.13%,6.88%,27.89%,9 days 05:25:43.000000000,78.77%,143.1940090898931,2735,1.3090663947411525,0.05577250000000222,57%,7,-34.04%,9 days 10:00:00.000000000,12,252,252
459,-7.18%,0.89%,9.75%,3 days 07:57:09.000000000,27.96%,91.29601509661018,2735,1.8916936293522193,0.050270370000006004,48%,21,-17.98%,1 days 09:00:00.000000000,45,12,252
345,-8.41%,0.97%,11.39%,4 days 00:06:19.000000000,36.68%,107.91403081440384,2276,1.6856249376498793,0.047867999999999356,47%,19,-22.04%,2 days 00:00:00.000000000,12,45,96
395,-7.21%,1.38%,14.25%,3 days 02:00:00.000000000,39.84%,106.35059552191062,2735,2.5412637761904007,0.0102578300000018,40%,25,-18.92%,5 days 06:00:00.000000000,45,12,120
298,-14.79%,1.61%,9.81%,5 days 04:36:00.000000000,24.66%,114.34094336552967,2276,1.2010299081903646,0.006157179999996432,67%,15,-27.85%,3 days 22:00:00.000000000,26,96,60
341,-10.27%,2.99%,16.24%,4 days 18:00:00.000000000,56.38%,134.43326022208012,2735,-0.9014441779506068,-0.004300940000001585,50%,16,-17.72%,4 days 11:00:00.000000000,96,26,96
96,-3.90%,0.38%,4.47%,0 days 22:16:22.000000000,19.54%,92.67532412634745,2509,1.2324955206035526,-0.009100549999977225,51%,88,-14.71%,0 days 14:00:00.000000000,5,60,12
110,-6.55%,1.29%,9.13%,3 days 10:27:16.000000000,21.56%,107.67227219034284,2735,1.8583890518759163,-0.04403354000000048,50%,22,-18.03%,4 days 03:00:00.000000000,120,96,12
327,-5.52%,2.10%,15.82%,5 days 12:55:43.000000000,26.27%,111.76682675870511,2735,-0.8280986783123582,-0.12545684000000012,36%,14,-15.63%,3 days 12:00:00.000000000,252,5,96
294,-9.03%,1.60%,8.69%,5 days 03:24:00.000000000,19.99%,125.97456682869517,2735,0.9975053014857119,-0.15774149000000204,60%,15,-20.80%,3 days 15:00:00.000000000,120,60,60
433,-10.38%,1.43%,9.30%,5 days 10:08:00.000000000,34.20%,109.64552612158987,2735,1.6544557782619027,-0.17409979999999747,60%,15,-13.89%,1 days 15:00:00.000000000,12,120,120
177,-6.56%,0.49%,9.62%,1 days 21:56:55.000000000,31.60%,99.08286101609234,2509,1.595026420891849,-0.20482713999999924,44%,39,-22.42%,1 days 03:00:00.000000000,12,120,26
149,-5.14%,0.51%,10.39%,2 days 07:34:33.000000000,24.35%,91.76521527000233,2735,1.3450582519964327,-0.2723771200000017,36%,33,-17.72%,3 days 06:00:00.000000000,96,26,26
399,-9.51%,1.20%,10.37%,6 days 00:41:32.000000000,26.82%,99.60684918954394,2735,2.217688365394233,-0.29199608999999827,54%,13,-14.92%,2 days 11:00:00.000000000,252,12,120
83,-5.16%,0.68%,8.38%,1 days 12:07:04.000000000,30.71%,95.73626140886677,2509,1.099799245649314,-0.3100850999999908,43%,51,-14.48%,1 days 00:00:00.000000000,45,26,12
325,-9.55%,2.02%,15.04%,4 days 10:03:32.000000000,36.10%,127.09623807834336,2509,0.12253493294171582,-0.3822223700000055,47%,17,-18.30%,4 days 03:00:00.000000000,96,5,96
89,-5.55%,0.56%,6.67%,1 days 08:56:54.000000000,27.31%,96.53742144258919,2418,1.2362143406317327,-0.4680540899999952,50%,58,-21.07%,1 days 02:00:00.000000000,12,45,12
40,-2.95%,0.30%,4.04%,0 days 10:04:30.000000000,20.93%,100.33390761054979,2288,1.1410282239156582,-0.4690697300000012,47%,187,-20.11%,0 days 19:00:00.000000000,5,96,5
488,-7.40%,1.53%,8.68%,3 days 06:43:20.000000000,30.31%,110.96888009733338,2735,0.9140271950460311,-0.4746030799999903,56%,18,-17.19%,5 days 06:00:00.000000000,5,96,252
497,-9.60%,0.78%,15.31%,4 days 21:00:00.000000000,32.69%,143.1940090898931,2017,-0.9289453124938158,-0.47811764999999784,42%,12,-21.40%,9 days 09:00:00.000000000,12,120,252
367,-16.61%,1.68%,16.93%,7 days 09:54:33.000000000,32.31%,95.00648537325812,2017,0.6838411017238654,-0.4874958499999962,55%,11,-35.37%,12 days 13:00:00.000000000,252,96,96
184,-4.59%,0.66%,7.84%,1 days 18:14:40.000000000,36.59%,95.64889841076574,2509,0.6134426964425331,-0.4950879800000042,42%,45,-12.90%,1 days 04:00:00.000000000,5,252,26
359,-11.14%,1.58%,10.67%,6 days 14:55:00.000000000,33.13%,102.35591678185772,2735,2.144807588975715,-0.5093796399999968,58%,12,-21.76%,4 days 00:00:00.000000000,252,60,96
432,-8.58%,1.66%,13.17%,4 days 18:31:46.000000000,35.10%,108.49593499505042,2735,0.763334373164095,-0.5241108099999977,47%,17,-17.00%,4 days 18:00:00.000000000,5,120,120
247,-7.67%,2.10%,19.68%,5 days 20:08:34.000000000,42.12%,104.35248734355243,2644,0.4978303654715473,-0.5341456999999972,36%,14,-15.52%,3 days 07:00:00.000000000,252,120,45
472,-8.56%,0.54%,8.12%,3 days 05:40:55.000000000,25.55%,106.78826041770134,2735,1.3947567589746181,-0.5441924300000036,55%,22,-18.73%,5 days 03:00:00.000000000,5,45,252
174,-9.86%,1.55%,10.42%,4 days 21:48:45.000000000,22.92%,122.02335074306538,2735,-1.5759229631296299,-0.5509424800000049,56%,16,-24.48%,4 days 00:00:00.000000000,120,96,26
490,-7.16%,1.76%,19.60%,4 days 21:45:00.000000000,35.89%,124.87997707133376,2735,-1.6498043876364539,-0.5627267399999953,33%,12,-16.29%,5 days 12:00:00.000000000,26,96,252
103,-7.31%,0.77%,10.09%,2 days 19:38:34.000000000,31.76%,103.7125687184503,2735,0.4869348828418368,-0.6282455099999963,46%,28,-25.59%,1 days 19:00:00.000000000,252,60,12
299,-13.15%,1.14%,8.28%,5 days 04:12:00.000000000,17.76%,125.76374924774254,2735,-0.01680096224242152,-0.6343904100000032,67%,15,-23.93%,3 days 22:00:00.000000000,45,96,60
458,-6.67%,0.76%,9.80%,2 days 05:27:06.000000000,34.55%,97.1484521361168,2017,1.102937980200001,-0.6432857800000034,45%,31,-17.95%,4 days 15:00:00.000000000,26,12,252
416,-5.88%,1.22%,14.54%,3 days 10:41:44.000000000,51.13%,108.75835356797677,2735,-1.5267941883144067,-0.6484303599999973,35%,23,-14.55%,5 days 07:00:00.000000000,5,60,120
243,-15.93%,1.57%,10.32%,4 days 23:00:00.000000000,31.29%,121.8137714119624,2276,0.3530244552733732,-0.7183337199999997,67%,15,-22.90%,4 days 04:00:00.000000000,45,120,45
507,-32.34%,6.38%,21.86%,9 days 01:42:51.000000000,75.14%,143.1940090898931,2735,2.1155681567961233,-0.7261998299999965,71%,7,-32.87%,9 days 15:00:00.000000000,45,252,252
491,-10.71%,1.98%,17.22%,5 days 09:00:00.000000000,34.05%,143.1940090898931,2735,-1.5704375339939838,-0.729268370000004,45%,11,-20.34%,5 days 18:00:00.000000000,45,96,252
470,-9.42%,1.47%,10.81%,4 days 15:27:42.000000000,28.97%,128.54054953394274,2735,-0.9939830460789115,-0.7667945499999995,54%,13,-18.27%,5 days 02:00:00.000000000,120,26,252
292,-9.38%,1.25%,11.88%,4 days 06:26:40.000000000,24.72%,141.54141692450787,2735,-1.5287892533786644,-0.7840816599999938,50%,18,-25.58%,3 days 20:00:00.000000000,60,60,60
411,-9.23%,1.56%,12.35%,5 days 18:42:51.000000000,49.84%,117.0555629935395,2735,0.05699480885291804,-0.8020414000000001,50%,14,-24.71%,3 days 12:00:00.000000000,45,45,120
49,-2.99%,0.21%,4.65%,0 days 14:46:03.000000000,24.55%,99.71060888750708,1964,1.9562943355963016,-0.8080940199999838,42%,129,-11.49%,0 days 18:00:00.000000000,12,120,5
257,-3.44%,0.43%,4.79%,0 days 21:25:25.000000000,23.71%,103.72972135116107,2735,-0.26871677583190723,-0.8201805099999998,47%,85,-13.70%,1 days 05:00:00.000000000,12,5,60
403,-7.94%,0.85%,14.66%,4 days 08:10:00.000000000,37.92%,104.58572564664892,2509,1.860646867027024,-0.8295872499999986,39%,18,-15.03%,5 days 08:00:00.000000000,45,26,120
231,-8.75%,2.91%,16.22%,5 days 03:00:00.000000000,38.00%,138.2280478678414,2735,-1.8941408960326402,-0.8316810600000037,47%,15,-24.16%,3 days 19:00:00.000000000,252,60,45
47,-4.82%,1.30%,8.24%,2 days 12:00:00.000000000,33.90%,122.62479826311518,2735,-1.1829840297953602,-0.8828129699999956,47%,32,-18.41%,2 days 08:00:00.000000000,252,96,5
342,-10.84%,1.36%,12.03%,5 days 04:44:00.000000000,34.98%,113.45885854517412,2735,0.49015479243463467,-0.904352640000002,53%,15,-14.31%,4 days 17:00:00.000000000,120,26,96
415,-12.52%,1.09%,14.69%,8 days 02:36:00.000000000,23.47%,100.2527583504126,2017,1.233042854706549,-0.9300026299999957,50%,10,-28.11%,13 days 11:00:00.000000000,252,45,120
326,-10.29%,2.49%,17.10%,5 days 02:24:00.000000000,47.81%,129.08755876088787,2735,0.3987746540324112,-0.9513576200000022,47%,15,-16.53%,4 days 15:00:00.000000000,120,5,96
434,-9.13%,1.53%,13.96%,6 days 06:00:00.000000000,35.02%,110.60298020274486,2735,1.0306990395949218,-1.0497591500000016,46%,13,-15.45%,1 days 12:00:00.000000000,26,120,120
425,-9.83%,1.83%,15.43%,6 days 03:23:05.000000000,44.61%,136.68701684465935,2735,-0.8226553719892351,-1.0863062900000018,46%,13,-14.54%,4 days 20:00:00.000000000,12,96,120
461,-8.31%,0.93%,14.78%,4 days 13:32:00.000000000,30.96%,114.93759770591699,2735,1.2477912750366145,-1.0966941300000006,40%,15,-17.95%,5 days 19:00:00.000000000,96,12,252
229,-8.77%,1.51%,14.36%,4 days 06:20:00.000000000,20.91%,161.24264185732486,2276,-1.436601852390071,-1.1037860600000038,44%,18,-21.34%,3 days 16:00:00.000000000,96,60,45
237,-10.30%,1.64%,12.08%,5 days 04:00:00.000000000,34.44%,138.0991093468863,2509,-2.591287247454895,-1.1475103000000015,53%,15,-27.49%,3 days 21:00:00.000000000,96,96,45
486,-8.57%,1.33%,16.18%,5 days 22:12:00.000000000,34.05%,143.1940090898931,2017,-0.07809623820990552,-1.1490483600000012,40%,10,-22.80%,9 days 11:00:00.000000000,120,60,252
423,-17.65%,0.48%,12.57%,8 days 02:24:00.000000000,22.22%,102.09885165482086,2017,0.7049195487350763,-1.1879936900000019,60%,10,-29.46%,13 days 03:00:00.000000000,252,60,120
84,-5.82%,0.59%,9.01%,1 days 18:45:00.000000000,27.49%,103.51677842232505,2509,1.419297391297928,-1.189523140000006,43%,44,-16.80%,0 days 06:00:00.000000000,60,26,12
460,-9.12%,-0.26%,7.78%,3 days 07:40:00.000000000,24.33%,107.98437378587953,2017,1.1638403593571103,-1.2218357099999966,52%,21,-18.83%,3 days 06:00:00.000000000,60,12,252
485,-9.69%,1.06%,11.81%,5 days 02:00:00.000000000,33.15%,143.1940090898931,2735,-1.760233685470322,-1.3631470799999998,50%,12,-19.91%,5 days 14:00:00.000000000,96,60,252
368,-7.85%,1.20%,16.27%,4 days 22:41:15.000000000,39.43%,114.73248591550708,2735,0.920424385094262,-1.415269229999995,38%,16,-17.82%,4 days 08:00:00.000000000,5,120,96
175,-10.05%,3.12%,20.69%,5 days 19:55:43.000000000,39.72%,132.78773712118348,2735,0.9791568276832954,-1.4259809100000003,43%,14,-25.76%,1 days 13:00:00.000000000,252,96,26
132,-5.13%,0.59%,8.30%,1 days 15:37:01.000000000,30.13%,106.14283959836843,2509,-0.08022037779914434,-1.4597958499999937,43%,47,-22.08%,1 days 04:00:00.000000000,60,5,26
334,-13.82%,1.56%,11.81%,5 days 03:04:00.000000000,41.40%,134.19587891991463,2735,-0.8388950836855696,-1.4609092300000006,60%,15,-18.84%,4 days 20:00:00.000000000,120,12,96
271,-10.25%,2.15%,16.31%,5 days 02:08:00.000000000,40.82%,142.62294339183913,2735,0.8893931281960874,-1.4614696699999983,47%,15,-21.57%,3 days 19:00:00.000000000,252,12,60
448,-3.39%,0.29%,3.32%,0 days 13:53:14.000000000,18.76%,129.91654541606442,2473,0.40054880614865396,-1.5199710900000052,55%,124,-14.02%,2 days 04:00:00.000000000,5,5,252
473,-9.89%,-0.24%,10.62%,4 days 03:56:28.000000000,20.55%,108.30048656186166,2735,-0.021995312226212895,-1.5267199800000084,47%,17,-21.49%,5 days 03:00:00.000000000,12,45,252
370,-10.37%,1.64%,23.25%,5 days 16:42:51.000000000,48.78%,114.28281134620393,2735,-0.39303590235058883,-1.5377961899999995,36%,14,-18.77%,2 days 18:00:00.000000000,26,120,96
285,-10.97%,1.01%,10.33%,4 days 19:07:30.000000000,18.83%,136.487266906207,2735,0.46392205117344526,-1.5521740100000019,56%,16,-25.99%,3 days 14:00:00.000000000,96,45,60
183,-10.77%,1.22%,19.20%,5 days 10:48:00.000000000,39.18%,105.8010105013834,2735,-2.058112996204445,-1.5797109200000006,40%,15,-18.02%,0 days 20:00:00.000000000,252,120,26
369,-9.96%,1.48%,16.74%,5 days 15:55:43.000000000,39.86%,127.86019300864059,2735,0.6653993045372292,-1.5935940000000013,43%,14,-16.89%,2 days 18:00:00.000000000,12,120,96
474,-9.81%,-0.39%,11.71%,4 days 09:37:30.000000000,25.93%,111.17379855896576,2735,-0.7017657624351622,-1.596777240000004,44%,16,-20.57%,5 days 04:00:00.000000000,26,45,252
131,-6.32%,0.60%,8.73%,1 days 13:40:48.000000000,26.40%,106.14262614795351,2509,2.2972916141208364,-1.6332721800000058,46%,50,-24.70%,1 days 03:00:00.000000000,45,5,26
92,-6.81%,0.79%,9.72%,2 days 03:47:02.000000000,38.34%,106.26048501922618,2509,-0.605770012240534,-1.6594273300000002,46%,37,-25.57%,4 days 09:00:00.000000000,60,45,12
194,-5.32%,0.40%,7.05%,1 days 11:35:33.000000000,26.45%,109.2792215701189,2509,2.0585599561595234,-1.7066372300000001,46%,54,-26.66%,4 days 12:00:00.000000000,26,5,45
409,-8.44%,0.70%,9.08%,3 days 10:26:05.000000000,40.82%,125.94929366336815,2509,-0.05522108761345782,-1.7105121499999973,52%,23,-17.56%,5 days 06:00:00.000000000,12,45,120
300,-10.70%,0.90%,8.64%,5 days 03:56:00.000000000,17.72%,146.53643613920605,2735,1.4971036976585064,-1.7211449700000045,60%,15,-16.60%,3 days 21:00:00.000000000,60,96,60
239,-9.07%,1.97%,21.83%,5 days 17:25:43.000000000,42.10%,124.03409423902349,2735,0.9124293270428725,-1.7229808300000058,36%,14,-24.49%,2 days 00:00:00.000000000,252,96,45
361,-12.15%,2.07%,14.52%,5 days 04:12:00.000000000,63.58%,133.73586642814104,2735,1.6950076738416051,-1.7421552299999994,53%,15,-16.44%,4 days 21:00:00.000000000,12,96,96
398,-8.97%,1.22%,12.86%,5 days 07:36:00.000000000,44.50%,130.63759059657855,2735,-0.45050317054069194,-1.759372030000001,47%,15,-15.10%,5 days 09:00:00.000000000,120,12,120
504,-17.13%,3.88%,21.39%,5 days 20:43:38.000000000,82.60%,143.1940090898931,2735,-2.9924767446512535,-1.7659112200000022,55%,11,-34.33%,10 days 01:00:00.000000000,5,252,252
468,-11.27%,-0.38%,10.52%,4 days 07:41:15.000000000,27.94%,116.29351233875975,2735,0.6755932766343399,-1.7841608300000056,50%,16,-19.67%,5 days 00:00:00.000000000,60,26,252
343,-8.03%,0.79%,20.63%,5 days 23:13:51.000000000,35.78%,121.62821818903844,2735,-2.431765027731181,-1.7987815599999983,31%,13,-15.64%,3 days 23:00:00.000000000,252,26,96
385,-3.89%,0.45%,5.91%,1 days 01:12:00.000000000,31.39%,136.2223418684698,2509,0.8409085199211883,-1.803102849999998,44%,70,-21.40%,3 days 09:00:00.000000000,12,5,120
469,-8.83%,-0.08%,9.91%,4 days 12:28:00.000000000,32.95%,140.29648091281936,2735,0.35299219628753425,-1.8090503899999977,47%,15,-17.61%,5 days 17:00:00.000000000,96,26,252
397,-9.11%,1.18%,12.93%,5 days 05:08:00.000000000,42.32%,133.64018372999325,2735,-1.0750166526303695,-1.8192836599999933,47%,15,-17.39%,5 days 08:00:00.000000000,96,12,120
351,-8.29%,0.91%,19.30%,6 days 13:40:00.000000000,39.39%,120.21258751769398,2735,0.957517762393211,-1.8489071799999999,33%,12,-19.93%,4 days 00:00:00.000000000,252,45,96
424,-9.08%,1.41%,15.39%,5 days 16:51:26.000000000,46.03%,142.99512931092505,2735,1.6254328543818206,-1.8777180200000094,43%,14,-16.56%,5 days 16:00:00.000000000,5,96,120
34,-4.03%,0.17%,4.96%,0 days 21:18:00.000000000,21.49%,113.23965070608327,2106,1.9050396470929878,-1.9125158900000074,47%,90,-14.29%,0 days 07:00:00.000000000,26,60,5
145,-6.22%,0.33%,8.31%,1 days 13:10:35.000000000,29.40%,108.42464407170142,2509,-0.21278095604550842,-1.9741876700000023,45%,51,-24.70%,1 days 03:00:00.000000000,12,26,26
41,-3.33%,0.33%,5.07%,0 days 14:20:37.000000000,24.03%,136.82999289186185,2509,-0.026934922394945545,-1.9967790299999935,44%,131,-19.47%,0 days 18:00:00.000000000,12,96,5
356,-11.67%,1.71%,13.41%,5 days 06:00:00.000000000,56.40%,128.91769717587835,2735,-0.8194216277235649,-2.0365435399999967,53%,15,-21.66%,3 days 17:00:00.000000000,60,60,96
489,-8.38%,0.91%,13.30%,4 days 04:51:26.000000000,33.25%,139.0893748693193,2735,-0.28100034734825813,-2.040537560000005,43%,14,-18.82%,5 days 08:00:00.000000000,12,96,252
57,-3.21%,0.14%,4.18%,0 days 14:33:42.000000000,19.12%,122.74049918811308,2436,1.8682656653862173,-2.042032049999995,45%,130,-11.42%,0 days 08:00:00.000000000,12,252,5
363,-11.39%,0.88%,17.23%,5 days 15:25:43.000000000,39.43%,112.44885532062843,2509,1.3972548414067452,-2.046597170000002,43%,14,-20.11%,2 days 23:00:00.000000000,45,96,96
482,-10.95%,0.43%,10.39%,4 days 14:48:00.000000000,35.03%,128.2592982998474,2735,0.3259474567141367,-2.054767699999993,53%,15,-20.11%,1 days 04:00:00.000000000,26,60,252
462,-10.56%,0.95%,10.81%,4 days 16:04:37.000000000,32.04%,121.62807246684244,2735,1.0293526152286026,-2.081023789999997,54%,13,-17.36%,5 days 03:00:00.000000000,120,12,252
502,-18.10%,1.94%,21.99%,9 days 14:00:00.000000000,39.60%,152.03305104078837,2017,0.40345788229103746,-2.088890329999996,50%,6,-27.27%,10 days 23:00:00.000000000,120,120,252
439,-18.83%,-1.80%,15.22%,9 days 16:22:30.000000000,23.75%,117.54434723116461,2017,0.8153752844435462,-2.1230822199999997,50%,8,-24.94%,11 days 16:00:00.000000000,252,120,120
492,-9.59%,0.89%,16.61%,5 days 22:12:00.000000000,34.09%,158.8188660051842,2735,-0.4725980465577092,-2.1528136800000057,40%,10,-20.73%,9 days 10:00:00.000000000,60,96,252
91,-5.36%,0.45%,8.53%,1 days 19:53:01.000000000,28.99%,111.11239381533761,2509,1.0657480750059074,-2.161216260000006,42%,43,-24.51%,1 days 07:00:00.000000000,45,45,12
295,-8.92%,1.57%,20.45%,5 days 14:08:34.000000000,33.90%,130.10353265202917,2735,-1.463904312942197,-2.195214270000005,36%,14,-30.90%,1 days 23:00:00.000000000,252,60,60
140,-6.19%,0.66%,8.95%,1 days 20:40:00.000000000,33.92%,113.45014033920242,2509,-2.23059991621958,-2.2523433900000027,45%,42,-21.93%,1 days 06:00:00.000000000,60,12,26
466,-8.47%,-0.10%,8.26%,3 days 03:40:55.000000000,27.23%,125.96852885033103,2735,-1.2990485953766235,-2.259904159999996,50%,22,-20.51%,1 days 10:00:00.000000000,26,26,252
167,-8.47%,0.90%,12.61%,4 days 08:06:40.000000000,38.26%,154.83092129698767,2735,-2.3892826736798,-2.2673654299999972,44%,18,-19.98%,2 days 17:00:00.000000000,252,60,26
287,-10.76%,2.12%,19.28%,5 days 13:04:17.000000000,41.77%,150.09830358115502,2735,-2.290773324154702,-2.268031160000004,43%,14,-20.57%,2 days 02:00:00.000000000,252,45,60
20,-4.73%,0.20%,7.13%,1 days 04:37:51.000000000,27.37%,114.78731214626589,2509,0.8961345426865562,-2.2846382099999953,42%,65,-14.79%,0 days 11:00:00.000000000,60,26,5
478,-7.80%,0.92%,18.35%,5 days 00:25:00.000000000,33.32%,143.1940090898931,2735,1.1488313010817732,-2.295308280000001,33%,12,-17.52%,5 days 15:00:00.000000000,120,45,252
494,-14.30%,1.49%,33.07%,9 days 08:30:00.000000000,44.03%,148.6980449946735,2017,-0.09406580243865975,-2.3075907100000035,33%,6,-27.14%,9 days 02:00:00.000000000,120,96,252
148,-6.99%,0.17%,7.73%,2 days 02:12:58.000000000,27.07%,114.65610596835543,2509,0.21486583761401978,-2.3247501200000125,49%,37,-20.26%,4 days 04:00:00.000000000,60,26,26
477,-9.17%,0.52%,13.43%,4 days 08:30:00.000000000,28.40%,141.89258849455092,2735,-0.8404657963643094,-2.3481773499999963,43%,14,-22.98%,5 days 03:00:00.000000000,96,45,252
435,-15.80%,0.34%,11.88%,6 days 17:45:00.000000000,27.47%,124.46593861629975,2644,0.39734207763215224,-2.3599740700000034,58%,12,-21.24%,4 days 23:00:00.000000000,45,120,120
414,-12.14%,0.99%,14.11%,6 days 17:40:00.000000000,26.98%,131.9107732938274,2735,1.561657821455475,-2.387299709999998,50%,12,-18.23%,4 days 18:00:00.000000000,120,45,120
87,-5.45%,0.33%,6.97%,1 days 17:23:43.000000000,34.81%,113.4008182534332,2509,0.35597912814771165,-2.393818249999997,47%,43,-19.77%,0 days 21:00:00.000000000,252,26,12
407,-12.35%,-0.05%,14.72%,7 days 07:05:27.000000000,33.90%,126.29843559268711,2735,2.1990340214055415,-2.4381735699999996,45%,11,-22.38%,13 days 15:00:00.000000000,252,26,120
115,-6.64%,0.36%,10.16%,2 days 03:40:00.000000000,25.01%,125.07543151556766,2735,2.296943532461432,-2.5643762100000016,42%,36,-26.43%,2 days 06:00:00.000000000,45,120,12
154,-7.70%,0.25%,7.80%,1 days 23:58:28.000000000,33.20%,116.49216251101102,2509,-2.4697322787487215,-2.578682990000015,51%,39,-26.83%,4 days 09:00:00.000000000,26,45,26
405,-7.93%,0.32%,13.52%,6 days 02:36:55.000000000,39.97%,139.4649937630951,2735,-0.3747723977714908,-2.5864303699999986,38%,13,-14.26%,1 days 21:00:00.000000000,96,26,120
144,-5.53%,0.29%,7.92%,1 days 07:46:00.000000000,26.40%,117.22907087067202,2509,-1.2245346196671845,-2.611276469999994,43%,60,-18.10%,1 days 02:00:00.000000000,5,26,26
506,-23.65%,3.66%,20.05%,8 days 00:07:30.000000000,71.83%,149.03718203526887,2735,-0.9123529943050337,-2.62005598,62%,8,-39.27%,9 days 12:00:00.000000000,26,252,252
463,-21.50%,1.96%,19.55%,7 days 13:25:43.000000000,38.41%,151.00908218759983,2735,-1.8908658634252762,-2.6566610299999964,57%,7,-26.85%,10 days 17:00:00.000000000,252,12,252
