ADX_BOLLStrategy_26_72_0.85684,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-02-14 09:00:00,BTCUSDT,SHORT,0.00018301703725700477,Binance,8762.98,0.0016037746371423875
2018-02-14 10:00:00,BTCUSDT,LONG,0.00018263701371832545,Binance,8763.66,0.0016021708625052452
2018-02-16 06:00:00,BTCUSDT,SHORT,0.00018263701371832545,Binance,9824.49,0.0017943155149055512
2018-02-16 12:00:00,BTCUSDT,LONG,0.00018181961676966483,Binance,9848.93,0.0017925211993906455
2018-02-16 18:00:00,BTCUSDT,SHORT,0.00018181961676966483,Binance,9945.0,0.0018081960887743167
2018-02-17 05:00:00,BTCUSDT,LONG,0.00017186506889938532,Binance,10499.99,0.0018063878926855425
2018-02-18 08:00:00,BTCUSDT,SHORT,0.00017186506889938532,Binance,10333.94,0.001776043310102114
2018-02-19 07:00:00,BTCUSDT,LONG,0.0001638826992373271,Binance,10815.62,0.0017742672667920118
2018-02-20 22:00:00,BTCUSDT,SHORT,0.0001638826992373271,Binance,11374.62,0.0018641034283988858
2018-02-26 13:00:00,BTCUSDT,LONG,0.00018392368967542233,Binance,10114.94,0.001862239324970487
2018-02-28 10:00:00,BTCUSDT,SHORT,0.00018392368967542233,Binance,10574.0,0.0019448090946279158
2018-03-01 10:00:00,BTCUSDT,LONG,0.00018075260022795255,Binance,10738.0,0.0019428642855332879
2018-03-04 03:00:00,BTCUSDT,SHORT,0.00018075260022795255,Binance,11163.0,0.0020177412763446342
2018-03-04 22:00:00,BTCUSDT,LONG,0.0001763428002057241,Binance,11419.28,0.0020157235350682897
2018-03-05 23:00:00,BTCUSDT,SHORT,0.0001763428002057241,Binance,11454.27,0.0020198780461124196
2018-03-11 19:00:00,BTCUSDT,LONG,0.00020912139337109857,Binance,9639.57,0.002017858168066307
2018-03-12 15:00:00,BTCUSDT,SHORT,0.00020912139337109857,Binance,9170.01,0.0019176452684269076
2018-03-19 00:00:00,BTCUSDT,LONG,0.0002309763021495124,Binance,8285.75,0.0019157276231584809
2018-03-21 20:00:00,BTCUSDT,SHORT,0.0002309763021495124,Binance,8872.0,0.002049221752670474
2018-03-22 01:00:00,BTCUSDT,LONG,0.0002255463078718982,Binance,9067.43,0.002047172530917804
2018-03-22 03:00:00,BTCUSDT,SHORT,0.0002255463078718982,Binance,9017.01,0.002033753313543985
2018-03-24 04:00:00,BTCUSDT,LONG,0.00022614956698178832,Binance,8974.98,0.002031719560230441
2018-03-24 22:00:00,BTCUSDT,SHORT,0.00022614956698178832,Binance,8625.0,0.0019505400152179243
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
2.459666349433498,3.4863373079219375,26.13261436646664,1686,0.9485894752027062,2.232574906710292,3.807044028272574
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
60,0.45,0.014907873547188642,0.056396178036245005,-0.019037102852948382,0.2950791834449898,-0.0697759823723834,0 days 13:00:00,0 days 22:17:00
